,word,proposed_splitting,count_pre,count_post
3963,suicideprevention,"['suicide', 'prevention']",1,
3964,impact,,1,2.0
3965,savetheworld,"['save', 'the', 'world']",4,
3966,amsterdam,,1,
3967,envhist,"['en', 'v', 'hist']",2,
3968,zerocarbon,"['zero', 'carbon']",1,7.0
3969,ndp,,1,
3970,marginality,"['marginal', 'it', 'y']",2,
3971,ico,,8,
3972,drawing,,2,
3973,medicare4all,"['medicare', '4', 'all']",1,
3974,elearning,"['e', 'learning']",1,
3975,kodak,,1,
3976,cryptoexchange,,1,
3977,citiesforourfuture,"['cities', 'for', 'our', 'future']",1,
3978,greenzones,"['green', 'zones']",1,
3979,embodiedcarbon,"['embodied', 'carbon']",1,
3980,designthinking,"['design', 'thinking']",1,
3981,genderequality,"['gender', 'equality']",3,5.0
3982,ayushmanbharat,,1,
3983,battery,,1,1.0
3984,kolkata,,1,
3985,editing,,1,
3986,paris,,4,
3987,englandeastanglia,,1,
3988,lowiq,,1,1.0
3989,astrobiologist,,1,
3990,lovecarbon,"['love', 'carbon']",1,
3991,cagw,,2,
3992,copper,,2,
3993,jeunescsc,,1,
3994,horsemeat,"['horse', 'meat']",1,
3995,stemeducationnz,,1,
3996,conservationjobs,"['conservation', 'jobs']",1,
3997,quoteoftheweek,"['quote', 'of', 'the', 'week']",2,
3998,cdnhousing,,1,
3999,thecrown,"['the', 'crown']",1,
4000,changeclimatechange,"['change', 'climate', 'change']",1,
4001,ocean,,19,10.0
4002,energitoken,"['en', 'erg', 'i', 'token']",6,
4003,trade,,4,2.0
4004,stepuptotheplate,"['step', 'up', 'to', 'the', 'plate']",1,
4005,arcticcircle,"['arctic', 'circle']",2,
4006,equitycrowdfunding,"['equity', 'crowd', 'funding']",1,
4007,preppertalk,"['prep', 'per', 'talk']",1,
4008,bluecarbon,"['blue', 'carbon']",1,2.0
4009,feministsolution,"['feminist', 'solution']",1,
4010,thistimeimvoting,,2,
4011,kodakcolorplus,,1,
4012,urbansustainability,"['urban', 'sustainability']",1,
4013,temperature,,4,1.0
4014,civilservice,"['civil', 'service']",2,
4015,almedalen18,,1,
4016,gpwx,,1,5.0
4017,standup4nature,"['stand', 'up', '4', 'nature']",1,
4018,strike,,2,
4019,blueplanet,"['blue', 'planet']",4,1.0
4020,symposium,,1,
4021,governmentinvesting,"['government', 'investing']",1,
4022,eastersaturday,,1,
4023,fox,,3,
4024,lights,,1,
4025,noaa,,2,
4026,oceans,,16,8.0
4027,summerreading,"['summer', 'reading']",1,
4028,schoolsafety,"['school', 'safety']",1,
4029,wheatstone,"['wheat', 'stone']",1,
4030,forourkids,"['for', 'our', 'kids']",2,
4031,privatesector,"['private', 'sector']",1,
4032,oas,,1,
4033,climatefacts,"['climate', 'facts']",3,2.0
4034,earthlovers,"['earth', 'lovers']",1,
4035,talanoadialogue,,8,
4036,federalcarbontax,"['federal', 'carbon', 'tax']",2,
4037,nwt,,1,
4038,hongkong,,4,
4039,cyclonekenneth,,2,
4040,econews,,1,
4041,earthlove,"['earth', 'love']",1,
4042,wagesgrowth,"['wages', 'growth']",1,
4043,climateelection,"['climate', 'election']",11,
4044,pollution,,41,47.0
4045,hpsci,"['hp', 'sci']",1,
4046,today,,1,
4047,higov,,1,
4048,roads,,1,
4049,يوم_الجمعة,,1,
4050,southasia,,8,1.0
4051,education,,12,27.0
4052,businessrisks,"['business', 'risks']",1,
4053,electricity,,7,4.0
4054,deforestation,,18,17.0
4055,solarisnow,,1,
4056,loggingburns,"['logging', 'burns']",1,
4057,lolocon18,,1,
4058,recycle,,10,10.0
4059,nordics,,1,
4060,saveourbarbuda,,1,
4061,watermanagement,"['water', 'management']",2,1.0
4062,flsen,"['fl', 'sen']",1,
4063,geoengineering,,23,5.0
4064,wastefree,"['waste', 'free']",1,
4065,ghana,,1,
4066,stonybrookalum,"['stony', 'brook', 'alum']",2,
4067,jcmakeitgreen,,1,
4068,jamaica,,1,2.0
4069,lies,,3,
4070,dudpredictions,"['dud', 'predictions']",1,1.0
4071,frackedgas,"['f', 'racked', 'gas']",2,
4072,gosolar,"['go', 'solar']",2,
4073,米軍,,1,
4074,atmosphere,,1,2.0
4075,csp,,1,
4076,highereducation,"['higher', 'education']",1,1.0
4077,mayo,,1,
4078,cafestandards,"['cafe', 'standards']",1,
4079,nuclearreactors,"['nuclear', 'reactors']",1,
4080,genocide,,1,
4081,coalkillscoral,"['coal', 'kills', 'coral']",1,
4082,cleanwaterhere,"['clean', 'water', 'here']",1,
4083,davidrobinsonsimon,,1,
4084,medicalwale,"['medical', 'wale']",1,
4085,wha71,,2,
4086,mondaymotivation,,3,16.0
4087,gilgitbaltistan,,1,
4088,climateweeknyc,,3,
4089,spentnuclearfuel,"['spent', 'nuclear', 'fuel']",2,
4090,environment,,360,191.0
4091,developers,,1,
4092,cfs2019,,1,
4093,biebrza,,1,
4094,ur2018,,4,
4095,leichhardt,,1,
4096,flintwatercrisis,"['flint', 'water', 'crisis']",1,
4097,climatchangeisreal,,1,
4098,uq,"['u', 'q']",1,
4099,heatwave2018,"['heatwave', '2018']",9,
4100,ruleoflaw,"['rule', 'of', 'law']",1,5.0
4101,jamescharles,,1,
4102,tefl,,2,
4103,marinelife,"['marine', 'life']",2,3.0
4104,iasen,"['i', 'as', 'en']",1,
4105,gbr,,2,
4106,economics,,2,3.0
4107,wrapture,"['w', 'rapture']",1,
4108,ncga,,1,1.0
4109,ourearth,"['our', 'earth']",1,
4110,ambition,,2,1.0
4111,artcompe2018,"['art', 'comp', 'e', '2018']",1,
4112,fire,,4,
4113,yang2020,"['yang', '2020']",2,
4114,jamiemargolin,,1,
4115,hlpf2018,,4,
4116,residential,,1,
4117,welovelildicky,,1,
4118,movie,,1,2.0
4119,refrigerant,,1,
4120,oze,"['oz', 'e']",3,
4121,nphw19,,1,
4122,climateatlas,"['climate', 'atlas']",2,
4123,mercury,,1,
4124,tfiv,"['t', 'f', 'iv']",1,
4125,responsibility,,1,
4126,electricvehicles,"['electric', 'vehicles']",12,2.0
4127,congress,,4,4.0
4128,rockthevote,"['rock', 'the', 'vote']",1,
4129,umbria,,1,
4130,canceltrumpsirishgolftrip,,1,
4131,rt,,6,6.0
4132,hyderabad,,3,
4133,standforsalmon,"['stand', 'for', 'salmon']",6,
4134,beg,,1,
4135,watch,,1,
4136,inclusive,,1,
4137,shale,,1,
4138,nonewcoalmines,"['no', 'new', 'coal', 'mines']",1,6.0
4139,elyxioninmanila,,5,
4140,lead,,1,
4141,amdchem,,1,
4142,flood2019,"['flood', '2019']",1,
4143,ghizer,,1,
4144,chikungunya,,1,
4145,takeastand,"['take', 'a', 'stand']",1,
4146,lobster,,4,1.0
4147,bluewave2020,"['blue', 'wave', '2020']",2,
4148,responsibleinvestment,"['responsible', 'investment']",2,
4149,thinkingwithoutborders,"['thinking', 'without', 'borders']",1,
4150,ponzischeme,,1,
4151,solarshields,"['solar', 'shields']",1,
4152,toryleadership,,1,
4153,contemporaryart,"['contemporary', 'art']",1,
4154,journalismmatters,"['journalism', 'matters']",1,
4155,instagram,,3,
4156,shareit,"['share', 'it']",1,
4157,gooddoofficial,"['good', 'do', 'official']",1,
4158,laudatosi,,5,1.0
4159,subsidies,,2,
4160,2019refinement,"['2019', 'refinement']",1,
4161,sustainablefood,"['sustainable', 'food']",1,
4162,vegans,,1,
4163,winterisnow,"['winter', 'is', 'now']",1,
4164,waterandclimate,"['water', 'and', 'climate']",1,
4165,mobgrazing,"['mob', 'grazing']",1,
4166,funny,,1,
4167,seasnakes,"['sea', 'snakes']",2,
4168,entertainment,,1,
4169,negativeemissions,"['negative', 'emissions']",2,
4170,sheikhhasina,"['sheikh', 'has', 'in', 'a']",2,
4171,seashepherd,"['sea', 'shepherd']",1,
4172,fakenews,"['fake', 'news']",4,4.0
4173,h2o,"['h', '2', 'o']",1,
4174,true,,1,
4175,cleandelhi,,2,
4176,pea,,1,
4177,ncff,,1,
4178,cawx,"['caw', 'x']",1,
4179,ethereum,"['e', 'there', 'um']",2,1.0
4180,turtletuesday,,1,
4181,gardensoftheworld,"['gardens', 'of', 'the', 'world']",1,
4182,enviromental,,1,
4183,idiotpoliticians,"['idiot', 'politicians']",1,1.0
4184,uncertainty,,1,
4185,nativejustice,"['native', 'justice']",1,
4186,activeownership,"['active', 'ownership']",1,
4187,ad,,1,
4188,smear,,2,
4189,turtles,,1,
4190,aticaraga,,1,
4191,humanityfirst,"['humanity', 'first']",2,
4192,goldaward,"['gold', 'award']",1,
4193,empowerment,,3,
4194,divest,,10,1.0
4195,disasters,,2,5.0
4196,smartflower,"['smart', 'flower']",1,
4197,phillip,,1,
4198,suspense,,1,
4199,unreport,,1,
4200,nzpoli,,1,
4201,xmasinjuly,,1,
4202,incomeinequality,"['income', 'inequality']",1,
4203,acttoday,"['act', 'today']",1,
4204,taxcutsfortherich,"['tax', 'cuts', 'for', 'the', 'rich']",1,
4205,realscience,"['real', 'science']",1,
4206,machinelearning,"['machine', 'learning']",8,2.0
4207,generationequal,"['generation', 'equal']",2,
4208,demscams,,1,
4209,emergencia,,1,
4210,bcawareness,,1,
4211,induceddemand,"['induced', 'demand']",1,
4212,sunset,,1,1.0
4213,kraftwerk,,1,
4214,california,,11,8.0
4215,psr,,1,
4216,grifter,,2,
4217,protectantarctic,"['protect', 'antarctic']",1,
4218,putapriceonit,"['put', 'a', 'price', 'on', 'it']",6,
4219,igcs,,1,
4220,independents,,2,
4221,environmentalforecasting,"['environmental', 'forecasting']",1,
4222,abortions,,1,
4223,fertility,,1,
4224,poetryaccount,"['poetry', 'account']",1,
4225,readingallnight,"['reading', 'all', 'night']",2,
4226,optimism,,1,
4227,theofficial911story,"['the', 'official', '911', 'story']",1,
4228,globalsyndemic,,3,
4229,jokes,,1,3.0
4230,nodapl,,1,
4231,initative300,,1,
4232,traffic,,3,
4233,leadoncarbonpricing,"['lead', 'on', 'carbon', 'pricing']",1,
4234,grasslands,,1,
4235,plugin,,1,
4236,russianhacking,,1,
4237,adapt,,2,1.0
4238,foodcrisis,"['food', 'crisis']",1,
4239,emojibingo,,1,
4240,rickandmorty,,1,
4241,agribusiness,,1,
4242,sports4climate,"['sports', '4', 'climate']",1,
4243,educationforall,"['education', 'for', 'all']",1,
4244,flooding2019,"['flooding', '2019']",1,
4245,bbcaq,,1,
4246,beachread,"['beach', 'read']",1,
4247,nap,,1,
4248,aid,,1,
4249,kalua,,1,
4250,fitness,,1,
4251,climatrawareness,,1,
4252,cheaper,,1,
4253,fckafd,,1,
4254,newgreenhorsemanuredeal,"['new', 'green', 'horse', 'manure', 'deal']",1,
4255,kerc,,2,
4256,plasticfree,"['plastic', 'free']",8,13.0
4257,greenmarketing,"['green', 'marketing']",1,
4258,greentweets,"['green', 'tweets']",1,
4259,cowx,"['cow', 'x']",1,4.0
4260,youthup,"['youth', 'up']",1,
4261,engswe,,1,
4262,rattan,,1,
4263,inbar,"['in', 'bar']",1,
4264,givepeatachance,"['give', 'peat', 'a', 'chance']",1,
4265,earth_day,"['earth', 'day']",1,
4266,fish4all,"['fish', '4', 'all']",1,
4267,feralcats,"['feral', 'cats']",1,
4268,socialties,"['social', 'ties']",1,
4269,healthynation,"['healthy', 'nation']",1,
4270,icymi,"['icy', 'mi']",4,1.0
4271,rethinkplastic,"['rethink', 'plastic']",1,
4272,islands,,1,
4273,ceres19,,1,
4274,physics,,1,
4275,nhpolitics,,2,
4276,powerplant,,1,
4277,framework,,1,
4278,treesarethekey,"['trees', 'are', 'the', 'key']",2,
4279,yeg,"['ye', 'g']",6,
4280,apple,,1,
4281,incomesecurity,"['income', 'security']",1,
4282,tasmania,,2,
4283,earthdayeveryday,"['earth', 'day', 'everyday']",1,
4284,endmassincarcerations,"['end', 'mass', 'incarcerations']",1,
4285,oatmilk,"['oat', 'milk']",2,
4286,settledscience,"['settled', 'science']",1,
4287,climatecomic,"['climate', 'comic']",1,
4288,11yearsleft,"['11', 'years', 'left']",1,
4289,no2slavery,"['no', '2', 'slavery']",1,
4290,stopcarbon,"['stop', 'carbon']",2,
4291,work,,1,3.0
4292,climateactionsummit,"['climate', 'action', 'summit']",7,
4293,maybe,,1,1.0
4294,allhandsondeck,"['all', 'hands', 'on', 'deck']",1,
4295,exitoil,"['exit', 'oil']",2,
4296,globalwaming,,4,
4297,eat,,1,1.0
4298,tytnetwork,,1,
4299,greenland19,,1,
4300,oda,,1,
4301,timber,,3,
4302,zerowaste,"['zero', 'waste']",4,8.0
4303,proxyseason,"['proxy', 'season']",1,
4304,cousteau,,1,
4305,beaconhigh,"['beacon', 'high']",1,
4306,balticseafuture,,1,
4307,reproductivecare,"['reproductive', 'care']",1,
4308,wasted,,1,
4309,slr,,1,
4310,powerofwomen,"['power', 'of', 'women']",1,
4311,greentech,"['green', 'tech']",2,4.0
4312,nonaturaldisasters,"['no', 'natural', 'disasters']",1,
4313,mdbp,,1,
4314,districtenergy,"['district', 'energy']",1,
4315,morrice2019,,1,
4316,changeiscoming,"['change', 'is', 'coming']",1,
4317,writerscommunity,"['writers', 'community']",1,
4318,ventureday,"['venture', 'day']",1,
4319,walkingandcycling2019,"['walking', 'and', 'cycling', '2019']",1,
4320,brexit,,11,12.0
4321,answer,,3,
4322,tewa,,1,
4323,califorgardens,,2,
4324,coastalmanagement,"['coastal', 'management']",1,
4325,firethegop,,1,
4326,malawifloods2019,,1,
4327,un4indigenous,,1,
4328,climate,,194,348.0
4329,stopover,,1,
4330,climatetech,"['climate', 'tech']",1,
4331,sunvalleyforum,"['sun', 'valley', 'forum']",2,
4332,weo,"['we', 'o']",2,
4333,nah,,1,
4334,postdoc,,2,2.0
4335,sdgatlas,,1,
4336,earthovershootday,"['earth', 'overshoot', 'day']",2,
4337,tariffs,,1,1.0
4338,nowplaying,"['now', 'playing']",1,
4339,fucktrump,"['fuck', 'trump']",1,2.0
4340,mchinperu2019,,1,
4341,socialinjustice,"['social', 'injustice']",1,
4342,listenfirst,"['listen', 'first']",2,
4343,easme,"['e', 'as', 'me']",1,
4344,bolsonaro,,1,
4345,londonlife,,1,
4346,mindmap,"['mind', 'map']",1,
4347,qescholar,,1,
4348,happyfathersday2018,"['happy', 'fathers', 'day', '2018']",1,
4349,clearcutting,"['clear', 'cutting']",1,
4350,doomsday,,1,1.0
4351,reinsurance,,1,
4352,prepper,"['prep', 'per']",1,
4353,oceansummit,"['ocean', 'summit']",2,
4354,climateleadership,"['climate', 'leadership']",1,
4355,community,,3,5.0
4356,banks,,2,
4357,biogeochemistry,"['bio', 'geochemistry']",1,
4358,resilient,,2,
4359,seafoodmarkets,"['seafood', 'markets']",1,
4360,homogenisation,,1,
4361,resilientbay,"['resilient', 'bay']",2,
4362,sonyalpha,,1,
4363,lagov,"['la', 'gov']",1,
4364,gs,,2,
4365,naturelovers,"['nature', 'lovers']",1,1.0
4366,freedomofmovement,"['freedom', 'of', 'movement']",1,
4367,speakenglish,,1,
4368,bordercrisis,"['border', 'crisis']",3,
4369,agtech,,2,2.0
4370,affordablechildcare,"['affordable', 'childcare']",1,
4371,fullychargedlive,"['fully', 'charged', 'live']",1,
4372,poetryisart,"['poetry', 'is', 'art']",1,
4373,plasticmonster,"['plastic', 'monster']",1,
4374,crisis,,1,5.0
4375,disability,,1,
4376,larain,,2,
4377,freethekids,"['free', 'the', 'kids']",1,
4378,climatracker,,1,
4379,climate_change,"['climate', 'change']",1,
4380,banking,,1,
4381,manhattanenge,,1,
4382,donaldtusk,,1,
4383,dirtycoal,"['dirty', 'coal']",3,1.0
4384,ruthginsburg,,1,
4385,climatechangeresilience,"['climate', 'change', 'resilience']",1,
4386,uwaterloo,,1,
4387,guncontrol,"['gun', 'control']",1,2.0
4388,curtin,,1,
4389,reddear,"['red', 'dear']",1,
4390,mkhitaryan,,1,
4391,climatereality,"['climate', 'reality']",2,2.0
4392,ageofadaptation,"['age', 'of', 'adaptation']",1,
4393,indigenousknowledge,"['indigenous', 'knowledge']",2,
4394,ecoafrica,,1,
4395,centralasia,,1,
4396,arcticministerial2019,"['arctic', 'ministerial', '2019']",1,
4397,disclosure,,1,
4398,indopacific,,1,
4399,sigfox,,1,
4400,apocalypse,,1,
4401,builtenvironment,"['built', 'environment']",1,
4402,brownslastchance,"['browns', 'last', 'chance']",1,
4403,restore,,2,
4404,climatelitigation,"['climate', 'litigation']",1,1.0
4405,folloforfolloback,"['fol', 'lo', 'for', 'fol', 'lo', 'back']",1,
4406,staywoke,"['stay', 'woke']",1,
4407,mattsmith,,1,
4408,mfe,,1,
4409,debt,,2,
4410,heating,,1,
4411,repeal140a,"['repeal', '140', 'a']",3,
4412,knowledge,,2,2.0
4413,puertoricostrong,,1,
4414,sweden,,4,1.0
4415,control,,2,5.0
4416,animalrights,"['animal', 'rights']",6,13.0
4417,packagingfree,"['packaging', 'free']",1,
4418,mondaymorning,,1,2.0
4419,neverbernie,,1,1.0
4420,bakersfield,,1,
4421,globaldealfornature,"['global', 'deal', 'for', 'nature']",2,
4422,obamalegacy,,1,
4423,youhavethepower,"['you', 'have', 'the', 'power']",1,
4424,writingcommunity,"['writing', 'community']",1,
4425,toryshambles,,1,
4426,trumpgolf,"['trump', 'golf']",1,
4427,golf,,2,
4428,whateverittakes,"['whatever', 'it', 'takes']",1,
4429,ابردزدی,,2,
4430,libdems,,2,
4431,fighton,"['fight', 'on']",1,
4432,nbn,,1,1.0
4433,anurans,,1,
4434,ecofriendly,,10,17.0
4435,vergehawaii,,1,
4436,shivanshkhaad,,1,
4437,nswpol,,4,5.0
4438,abisko,,1,
4439,manel,,1,
4440,coverup,"['cover', 'up']",1,
4441,democratliesmatter,"['democrat', 'lies', 'matter']",1,
4442,worldrefugeeday,"['world', 'refugee', 'day']",1,
4443,cityrats,"['city', 'rats']",1,
4444,worldbicycleday,"['world', 'bicycle', 'day']",1,
4445,antinatalism,"['anti', 'natal', 'is', 'm']",1,
4446,c27j,"['c', '27', 'j']",1,
4447,fund,,1,
4448,psids,,2,
4449,wethepeople,"['we', 'the', 'people']",1,
4450,viewtotheu,"['view', 'to', 'the', 'u']",1,
4451,jc4pm2019,,3,
4452,leadgeneration,"['lead', 'generation']",3,
4453,integralecology,"['integral', 'ecology']",1,1.0
4454,iasc,"['i', 'as', 'c']",2,
4455,gooddo,"['good', 'do']",1,
4456,planetavenger,"['planet', 'avenger']",1,
4457,birthcontrol,"['birth', 'control']",3,
4458,openscience,"['open', 'science']",1,
4459,survival,,1,
4460,depressions,,1,
4461,plantingbigideas,"['planting', 'big', 'ideas']",1,
4462,kiribati,,2,2.0
4463,fao,,2,
4464,lama,,3,
4465,bamboo,,1,
4466,frontlineyouth,,5,
4467,polarbear,"['polar', 'bear']",6,1.0
4468,clairefoy,,1,
4469,weed,,1,
4470,plan,,1,
4471,nationalvegetarianweek,"['national', 'vegetarian', 'week']",1,
4472,tahiti,,1,
4473,stopadani,,112,26.0
4474,klimaatstaking,,2,
4475,r,,1,
4476,nationalpopularvote,"['national', 'popular', 'vote']",1,
4477,righttowater,"['right', 'to', 'water']",1,
4478,opkillerpalm,"['op', 'killer', 'palm']",1,
4479,forestprotector,"['forest', 'protector']",1,
4480,miboodle,"['mi', 'boodle']",2,
4481,explosion,,1,4.0
4482,protecttheforests,"['protect', 'the', 'forests']",1,
4483,coonabarabran,,1,
4484,thirstyenergy,"['thirsty', 'energy']",4,
4485,vr,,3,
4486,motivate,,2,
4487,capital,,3,
4488,whenitisthishotoutside,"['when', 'it', 'is', 'this', 'hot', 'outside']",1,
4489,verra,,2,
4490,years,,1,1.0
4491,share,,2,1.0
4492,history,,2,2.0
4493,climateaction,"['climate', 'action']",467,359.0
4494,newscorp,"['news', 'corp']",1,
4495,koalas,,1,
4496,carbonoffsets,"['carbon', 'offsets']",2,
4497,tuckercarlsontonight,,1,
4498,tesco,,1,
4499,foodsystem,"['food', 'system']",2,
4500,nairobi,,1,
4501,toyota,,1,
4502,tidaltownhalls,"['tidal', 'town', 'halls']",1,
4503,liveexport,"['live', 'export']",1,
4504,poems,,1,
4505,newjersey,"['new', 'jersey']",1,
4506,dutton,,1,
4507,abc,,2,
4508,speciesonthemove,"['species', 'on', 'the', 'move']",1,
4509,recycling,,3,15.0
4510,cyclonicstormfani,"['cyclonic', 'storm', 'fan', 'i']",1,
4511,kohlekommission,,1,
4512,animalagriculture,"['animal', 'agriculture']",5,
4513,meat,,5,
4514,artforourplanet,"['art', 'for', 'our', 'planet']",1,
4515,stopmotion,"['stop', 'motion']",2,
4516,marchfortheocean,"['march', 'for', 'the', 'ocean']",2,
4517,loggingfires,"['logging', 'fires']",6,
4518,up30,"['up', '30']",1,
4519,kidlit,"['kid', 'lit']",1,
4520,pacificregionalism,"['pacific', 'regionalism']",1,
4521,tw4se,,1,
4522,wedonthavetime,,7,3.0
4523,er,,2,
4524,teamlinac,,1,
4525,discoverisrael,,2,
4526,oceanpollution,"['ocean', 'pollution']",2,
4527,ethoslifestyle,"['ethos', 'lifestyle']",6,10.0
4528,weatherwarfare,"['weather', 'warfare']",1,
4529,internetoffood,"['internet', 'of', 'food']",2,1.0
4530,hitteplan,,1,
4531,truecrime,"['true', 'crime']",1,
4532,earthangel,"['earth', 'angel']",1,
4533,getready,"['get', 'ready']",1,
4534,climatetechnology,"['climate', 'technology']",1,
4535,haironfire,"['hair', 'on', 'fire']",1,
4536,earth,,28,38.0
4537,singer,,1,
4538,solarpowered,"['solar', 'powered']",1,1.0
4539,keepitintheground,"['keep', 'it', 'in', 'the', 'ground']",140,76.0
4540,familyfunlinky,"['family', 'fun', 'link', 'y']",1,
4541,turnbull,,1,
4542,tsemtulku,,7,
4543,fossilfuel,"['fossil', 'fuel']",11,9.0
4544,mustread,"['must', 'read']",2,
4545,eusew18,,1,
4546,geology,,1,
4547,416fire,"['416', 'fire']",1,
4548,tuvalu,,5,
4549,globe,,1,1.0
4550,10billiontree,"['10', 'billion', 'tree']",1,
4551,propaganda,,7,
4552,cow,,1,1.0
4553,endclimatesilence,"['end', 'climate', 'silence']",2,
4554,energytransition,"['energy', 'transition']",25,7.0
4555,changeagents,"['change', 'agents']",1,
4556,scheerlies,,1,
4557,unff14,,2,
4558,cofo24,"['c', 'of', 'o', '24']",2,
4559,newdisasterrealities,"['new', 'disaster', 'realities']",1,
4560,hvac,"['h', 'vac']",1,
4561,thoughts,,1,
4562,ausmedia,"['a', 'us', 'media']",1,
4563,bengaluru,,2,
4564,climatedata,"['climate', 'data']",1,
4565,auspol2019,"['a', 'us', 'pol', '2019']",1,
4566,tlot,"['t', 'lot']",2,5.0
4567,mmsz,,1,
4568,greennewdeal4ny,,4,
4569,wakeupamerica,,1,
4570,lookup,,8,
4571,selfaggrandizement,"['self', 'aggrandizement']",2,
4572,ea0111,"['ea', '0111']",1,
4573,losangeles,,3,1.0
4574,drilling,,1,
4575,plasticinpakistan,,1,
4576,coalpower,"['coal', 'power']",1,
4577,workersrights,"['workers', 'rights']",2,
4578,corpservatives,,1,
4579,sydneymarket,,1,
4580,gp2019geneva,,2,
4581,bgffclimate,,1,
4582,sydney,,12,
4583,stuff,,1,
4584,digitalise,"['digitalis', 'e']",1,
4585,pipa,,1,
4586,writer,,1,
4587,barcelona,,1,
4588,snowjob,"['snow', 'job']",1,
4589,dealbreaker,"['deal', 'breaker']",2,
4590,realtalk,"['real', 'talk']",2,2.0
4591,wtf,,1,
4592,ourblueplanet,"['our', 'blue', 'planet']",2,
4593,worldearthday,"['world', 'earth', 'day']",1,
4594,edu,,1,
4595,sustainablelifestyle,"['sustainable', 'lifestyle']",1,
4596,cloudscape,"['clouds', 'cape']",1,
4597,dreamers,,1,
4598,gop,,9,8.0
4599,eprg,,1,
4600,scifi,,2,
4601,sids,,5,
4602,antarctic,,10,2.0
4603,oman,,1,
4604,decolonization,,1,
4605,alliance,,1,
4606,protectourspecies,"['protect', 'our', 'species']",1,
4607,edicao0,,1,
4608,releasethefullmuellerreport,,3,
4609,zeroco2,"['zero', 'co', '2']",5,
4610,shetland,,1,
4611,mbpoli,,1,
4612,foia,,1,
4613,participation,,1,
4614,financing,,2,
4615,banprivateprisons,"['ban', 'private', 'prisons']",1,
4616,5star,"['5', 'star']",1,
4617,transport,,13,1.0
4618,flood,,12,11.0
4619,software,,1,4.0
